indicatorcode,indicatorname,topic,type,uniquevisitors,pageviews,maybedisagg,derived,disaggregation,primary,estimatetypemodeledornot,i,sum_obs,mean_obs_pc,max_obs_pc,year_max,year_min,avg_year_max,avg_year_min,avg_year_avg,cy_cov,cy_cov1960,cy_cov1970,cy_cov1980,cy_cov1990,cy_cov2000,cy_cov2010
se.sec.cuat.up.ma.zs,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",Education: Outcomes,Disaggregation,564,1005,0,0,1,0,,SE.SEC.CUAT.UP.MA.ZS,952,4.387096774,26,2017,1970,2009.7396,1993.3728,2003.8146,0.073118284,0,0.023041476,0.018894009,0.01797235,0.16221198,0.21658987
se.sec.cuat.up.zs,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Education: Outcomes,Primary,1009,2270,0,0,0,1,,SE.SEC.CUAT.UP.ZS,959,4.419354839,26,2017,1970,2009.5764,1992.9941,2003.5719,0.073655918,0,0.023963135,0.019815668,0.018894009,0.16221198,0.21705069
se.sec.durs,"Secondary education, duration (years)",Education: Outcomes,Primary,448,799,0,0,0,1,,SE.SEC.DURS,9852,45.40092166,49,2018,1970,2018,1971.0145,1994.4034,0.75668204,0,0.90875578,0.91751152,0.93364054,0.93548387,0.84470046
se.sec.enrl,"Secondary education, pupils",Education: Participation,Primary,1059,2366,0,0,0,1,,SE.SEC.ENRL,6466,29.79723502,49,2018,1970,2014.2153,1975.2632,1994.7582,0.4966206,0,0.59078342,0.61981565,0.56082952,0.69124424,0.51705068
se.sec.enrl.fe.zs,"Secondary education, pupils (% female)",Education: Participation,Disaggregation,751,1830,0,0,1,0,,SE.SEC.ENRL.FE.ZS,5787,26.66820276,47,2018,1970,2014.4154,1976.6666,1996.2207,0.44447005,0,0.4967742,0.49953917,0.48663595,0.67281103,0.51105994
se.sec.enrl.gc,"Secondary education, general pupils",Education: Participation,Primary,358,627,0,0,0,1,,SE.SEC.ENRL.GC,7115,32.78801843,49,2018,1970,2015.1914,1974.8851,1994.7371,0.54646695,0,0.65852535,0.68341011,0.62764978,0.74285716,0.56635946
se.sec.enrl.gc.fe.zs,"Secondary education, general pupils (% female)",Education: Participation,Disaggregation,199,406,0,0,1,0,,SE.SEC.ENRL.GC.FE.ZS,6648,30.6359447,48,2018,1970,2015.375,1975.5193,1995.6552,0.51059908,0,0.59032255,0.60046083,0.57695854,0.73133641,0.56451613
se.sec.enrl.lo.tc.zs,"Pupil-teacher ratio, lower secondary",Education: Inputs,Primary,102,160,1,0,0,1,,SE.SEC.ENRL.LO.TC.ZS,1862,8.580645161,35,2018,1981,2013.791,1999.8362,2006.9037,0.14301075,0,0,0.006451613,0.12718894,0.40000001,0.32442397
se.sec.enrl.tc.zs,"Pupil-teacher ratio, secondary",Education: Inputs,Primary,749,1597,1,0,0,1,,SE.SEC.ENRL.TC.ZS,4253,19.59907834,47,2018,1970,2012.7811,1978.3831,1996.3313,0.3266513,0,0.37096775,0.36313364,0.35345623,0.49308756,0.37926269
se.sec.enrl.up.tc.zs,"Pupil-teacher ratio, upper secondary",Education: Inputs,Primary,117,202,1,0,0,1,,SE.SEC.ENRL.UP.TC.ZS,1721,7.930875576,30,2018,1981,2013.3757,2000.0809,2006.9142,0.13218126,0,0,0.003225807,0.12211981,0.36728111,0.30046085
se.sec.enrl.vo,"Secondary education, vocational pupils",Education: Participation,Primary,414,987,0,0,0,1,,SE.SEC.ENRL.VO,6119,28.19815668,47,2018,1970,2012.5292,1974.7767,1993.2189,0.46996927,0,0.60599077,0.63317972,0.54285717,0.58571428,0.45207372
se.sec.enrl.vo.fe.zs,"Secondary education, vocational pupils (% female)",Education: Participation,Disaggregation,357,620,0,0,1,0,,SE.SEC.ENRL.VO.FE.ZS,5155,23.75576037,47,2018,1970,2012.4,1977.21,1995.0122,0.39592934,0,0.4658986,0.48110598,0.44055301,0.54930878,0.43870968
se.sec.enrr,"School enrollment, secondary (% gross)",Education: Participation,Primary,7571,18546,0,0,0,1,,SE.SEC.ENRR,6137,28.28110599,49,2018,1970,2014.4673,1976.3618,1995.3877,0.47135177,0,0.53824884,0.58341014,0.54239631,0.66958523,0.49447006
se.sec.enrr.fe,"School enrollment, secondary, female (% gross)",Education: Participation,Primary,5917,12611,0,0,0,1,,SE.SEC.ENRR.FE,5483,25.26728111,47,2018,1970,2014.4974,1977.472,1996.5994,0.42112136,0,0.45437789,0.47050691,0.46820277,0.64838707,0.48525345
se.sec.enrr.ma,"School enrollment, secondary, male (% gross)",Education: Participation,Primary,1176,2650,0,0,0,1,,SE.SEC.ENRR.MA,5483,25.26728111,47,2018,1970,2014.4974,1977.472,1996.5994,0.42112136,0,0.45437789,0.47050691,0.46820277,0.64838707,0.48525345
se.sec.nenr,"School enrollment, secondary (% net)",Education: Participation,Primary,4497,11118,0,0,0,1,,SE.SEC.NENR,2661,12.26267281,43,2018,1970,2013.9565,1989.9619,2003.4227,0.20437787,0,0.11935484,0.11428571,0.17142858,0.4299539,0.39124423
se.sec.nenr.fe,"School enrollment, secondary, female (% net)",Education: Participation,Disaggregation,1204,2985,0,0,1,0,,SE.SEC.NENR.FE,2514,11.58525346,43,2018,1970,2014.0989,1991.0934,2004.0079,0.19308756,0,0.10138249,0.10184332,0.15161291,0.42534563,0.37834102
se.sec.nenr.ma,"School enrollment, secondary, male (% net)",Education: Participation,Primary,1020,2087,0,0,0,1,,SE.SEC.NENR.MA,2514,11.58525346,43,2018,1970,2014.0989,1991.0934,2004.0079,0.19308756,0,0.10138249,0.10184332,0.15161291,0.42534563,0.37834102
se.sec.priv.zs,"School enrollment, secondary, private (% of total secondary)",Education: Participation,Primary,1118,2714,0,0,0,1,,SE.SEC.PRIV.ZS,2232,10.28571429,20,2018,1998,2015.1421,2001.6316,2008.4982,0.17142858,0,0,0,0.061290324,0.50230414,0.46497697
se.sec.prog.fe.zs,"Progression to secondary school, female (%)",Education: Efficiency,Disaggregation,786,1609,0,0,1,0,,SE.SEC.PROG.FE.ZS,2793,12.87096774,41,2017,1970,2011.7312,1988.1022,2000.5929,0.21451613,0,0.15023042,0.17603686,0.1829493,0.44516128,0.33271891
se.sec.prog.ma.zs,"Progression to secondary school, male (%)",Education: Efficiency,Disaggregation,400,789,0,0,1,0,,SE.SEC.PROG.MA.ZS,2793,12.87096774,41,2017,1970,2011.7312,1988.1022,2000.5929,0.21451613,0,0.15023042,0.17603686,0.1829493,0.44516128,0.33271891
se.sec.prog.zs,Progression to secondary school (%),Education: Efficiency,Primary,366,772,0,0,0,1,,SE.SEC.PROG.ZS,3299,15.20276498,43,2017,1970,2012.0691,1984.9255,1998.9667,0.2533794,0,0.22350231,0.25115207,0.22857143,0.47373271,0.34331799
se.sec.tcaq.fe.zs,"Trained teachers in secondary education, female (% of female teachers)",Education: Inputs,Disaggregation,183,273,0,0,1,0,,SE.SEC.TCAQ.FE.ZS,674,3.105990783,19,2018,1998,2014.3091,2006.0272,2010.1859,0.051766515,0,0,0,0.013364055,0.13410139,0.16313365
se.sec.tcaq.lo.fe.zs,"Trained teachers in lower secondary education, female (% of female teachers)",Education: Inputs,Disaggregation,16,20,0,0,1,0,,SE.SEC.TCAQ.LO.FE.ZS,569,2.622119816,19,2018,1998,2013.8877,2006.5,2010.0514,0.043701999,0,0,0,0.013364055,0.12442397,0.12442397
se.sec.tcaq.lo.ma.zs,"Trained teachers in lower secondary education, male (% of male teachers)",Education: Inputs,Disaggregation,15,20,0,0,1,0,,SE.SEC.TCAQ.LO.MA.ZS,569,2.622119816,19,2018,1998,2013.8877,2006.5,2010.0514,0.043701999,0,0,0,0.013364055,0.12442397,0.12442397
se.sec.tcaq.lo.zs,Trained teachers in lower secondary education (% of total teachers),Education: Inputs,Primary,48,79,0,0,0,1,,SE.SEC.TCAQ.LO.ZS,625,2.880184332,20,2018,1998,2013.804,2006.2941,2009.9463,0.048003074,0,0,0,0.013824885,0.13824885,0.13594471
se.sec.tcaq.ma.zs,"Trained teachers in secondary education, male (% of male teachers)",Education: Inputs,Disaggregation,35,49,0,0,1,0,,SE.SEC.TCAQ.MA.ZS,674,3.105990783,19,2018,1998,2014.3091,2006.0272,2010.1859,0.051766515,0,0,0,0.013364055,0.13410139,0.16313365
se.sec.tcaq.up.fe.zs,"Trained teachers in upper secondary education, female (% of female teachers)",Education: Inputs,Disaggregation,27,37,0,0,1,0,,SE.SEC.TCAQ.UP.FE.ZS,475,2.188940092,19,2018,1998,2013.3914,2006.6414,2009.9728,0.036482334,0,0,0,0.010138249,0.10599078,0.10276498
se.sec.tcaq.up.ma.zs,"Trained teachers in upper secondary education, male (% of male teachers)",Education: Inputs,Disaggregation,25,35,0,0,1,0,,SE.SEC.TCAQ.UP.MA.ZS,475,2.188940092,19,2018,1998,2013.3914,2006.6414,2009.9728,0.036482334,0,0,0,0.010138249,0.10599078,0.10276498
se.sec.tcaq.up.zs,Trained teachers in upper secondary education (% of total teachers),Education: Inputs,Primary,49,74,0,0,0,1,,SE.SEC.TCAQ.UP.ZS,530,2.442396313,20,2018,1998,2013.2813,2006.3959,2009.8224,0.040706605,0,0,0,0.011059908,0.11935484,0.11382489
se.sec.tcaq.zs,Trained teachers in secondary education (% of total teachers),Education: Inputs,Primary,167,359,0,0,0,1,,SE.SEC.TCAQ.ZS,770,3.548387097,20,2018,1998,2014.1017,2005.7543,2009.9597,0.059139784,0,0,0,0.015668202,0.15898618,0.18018433
se.sec.tchr,"Secondary education, teachers",Education: Inputs,Primary,313,487,0,0,0,1,,SE.SEC.TCHR,4386,20.21198157,47,2018,1970,2013.0344,1978.3695,1996.4124,0.33686635,0,0.38387096,0.37557605,0.36359447,0.5,0.39815667
se.sec.tchr.fe,"Secondary education, teachers, female",Education: Inputs,Disaggregation,158,243,0,0,1,0,,SE.SEC.TCHR.FE,3646,16.80184332,46,2018,1970,2012.7871,1981.6238,1998.1931,0.28003073,0,0.27649769,0.2502304,0.29539171,0.47419354,0.38387096
se.sec.tchr.fe.zs,"Secondary education, teachers (% female)",Education: Inputs,Disaggregation,926,1732,0,0,1,0,,SE.SEC.TCHR.FE.ZS,3642,16.78341014,46,2018,1970,2012.7871,1981.6387,1998.1929,0.2797235,0,0.27557603,0.2502304,0.29539171,0.47373271,0.38341016
se.sec.uner.lo.fe.zs,"Adolescents out of school, female (% of female lower secondary school age)",Education: Participation,Disaggregation,150,305,0,0,1,0,,SE.SEC.UNER.LO.FE.ZS,1833,8.447004608,36,2018,1970,2012.9148,1993.6477,2003.7675,0.14078341,0,0.07603687,0.065437786,0.10092166,0.3202765,0.28202766
se.sec.uner.lo.ma.zs,"Adolescents out of school, male (% of male lower secondary school age)",Education: Participation,Disaggregation,97,174,0,0,1,0,,SE.SEC.UNER.LO.MA.ZS,1821,8.391705069,36,2018,1970,2012.9148,1993.6534,2003.8237,0.13986175,0,0.075576037,0.063133642,0.098156683,0.3202765,0.28202766
se.sec.uner.lo.zs,Adolescents out of school (% of lower secondary school age),Education: Participation,Primary,310,680,0,0,0,1,,SE.SEC.UNER.LO.ZS,2346,10.81105991,40,2018,1970,2013.6229,1992.2405,2004.0048,0.18018433,0,0.09769585,0.082488477,0.12764977,0.41797236,0.35529953
se.ter.cuat.ba.fe.zs,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",Education: Outcomes,Disaggregation,1266,2225,0,0,1,0,,SE.TER.CUAT.BA.FE.ZS,314,1.447004608,22,2017,1970,2014.0776,2010.5437,2012.589,0.024116743,0,0.001843318,0.001382489,0.001843318,0.017050691,0.12258065
se.ter.cuat.ba.ma.zs,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",Education: Outcomes,Disaggregation,384,658,0,0,1,0,,SE.TER.CUAT.BA.MA.ZS,314,1.447004608,22,2017,1970,2014.0776,2010.5437,2012.589,0.024116743,0,0.001843318,0.001382489,0.001843318,0.017050691,0.12258065
se.ter.cuat.ba.zs,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Education: Outcomes,Primary,1287,2817,0,0,0,1,,SE.TER.CUAT.BA.ZS,315,1.451612903,22,2017,1970,2014.0962,2010.5962,2012.6217,0.02419355,0,0.001843318,0.001382489,0.001843318,0.017050691,0.12304147
se.ter.cuat.do.fe.zs,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Education: Outcomes,Disaggregation,745,1152,0,0,1,0,,SE.TER.CUAT.DO.FE.ZS,200,0.921658986,6,2017,1980,2014.2784,2012.1646,2013.2224,0.015360984,0,0,0.00046083,0,0.000921659,0.09078341
se.ter.cuat.do.ma.zs,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Education: Outcomes,Disaggregation,284,436,0,0,1,0,,SE.TER.CUAT.DO.MA.ZS,200,0.921658986,6,2017,1980,2014.2784,2012.1646,2013.2224,0.015360984,0,0,0.00046083,0,0.000921659,0.09078341
se.ter.cuat.do.zs,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Education: Outcomes,Primary,1772,3354,0,0,0,1,,SE.TER.CUAT.DO.ZS,201,0.926267281,6,2017,1980,2014.3,2012.2125,2013.2571,0.015437788,0,0,0.00046083,0,0.000921659,0.091244243
se.ter.cuat.ms.fe.zs,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",Education: Outcomes,Disaggregation,417,664,0,0,1,0,,SE.TER.CUAT.MS.FE.ZS,238,1.096774194,10,2017,1980,2014.2795,2012.1613,2013.2266,0.018279571,0,0,0.00046083,0,0.004608295,0.1046083
se.ter.cuat.ms.ma.zs,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",Education: Outcomes,Disaggregation,125,181,0,0,1,0,,SE.TER.CUAT.MS.MA.ZS,238,1.096774194,10,2017,1980,2014.2795,2012.1613,2013.2266,0.018279571,0,0,0.00046083,0,0.004608295,0.1046083
se.ter.cuat.ms.zs,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",Education: Outcomes,Primary,463,844,0,0,0,1,,SE.TER.CUAT.MS.ZS,239,1.101382488,10,2017,1980,2014.2979,2012.2021,2013.256,0.018356375,0,0,0.00046083,0,0.004608295,0.10506912
se.ter.cuat.st.fe.zs,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",Education: Outcomes,Disaggregation,198,351,0,0,1,0,,SE.TER.CUAT.ST.FE.ZS,840,3.870967742,22,2017,1970,2012.4026,2002.3572,2008.1759,0.064516127,0,0.003686636,0.004608295,0.005990784,0.16175115,0.21105991
se.ter.cuat.st.ma.zs,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",Education: Outcomes,Disaggregation,282,457,0,0,1,0,,SE.TER.CUAT.ST.MA.ZS,840,3.870967742,22,2017,1970,2012.4026,2002.3572,2008.1759,0.064516127,0,0.003686636,0.004608295,0.005990784,0.16175115,0.21105991
se.ter.cuat.st.zs,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",Education: Outcomes,Primary,332,814,0,0,0,1,,SE.TER.CUAT.ST.ZS,843,3.884792627,22,2017,1970,2012.474,2002.2922,2008.1918,0.064746544,0,0.003686636,0.005069125,0.006451613,0.16175115,0.21152075
se.ter.enrl.tc.zs,"Pupil-teacher ratio, tertiary",Education: Inputs,Primary,459,922,1,0,0,1,,SE.TER.ENRL.TC.ZS,3786,17.44700461,47,2018,1970,2011.608,1980.8542,1996.1854,0.29078341,0,0.30460829,0.34976959,0.3202765,0.4248848,0.34516129
se.ter.enrr,"School enrollment, tertiary (% gross)",Education: Participation,Disaggregation,12774,37485,0,0,1,0,,SE.TER.ENRR,5369,24.74193548,48,2018,1970,2013.9474,1977.3263,1995.4551,0.41236559,0,0.44792625,0.5331797,0.48617512,0.56405532,0.44285715
se.ter.enrr.fe,"School enrollment, tertiary, female (% gross)",Education: Participation,Disaggregation,2588,6579,0,0,1,0,,SE.TER.ENRR.FE,4507,20.76958525,47,2018,1970,2013.7394,1979.1595,1996.9244,0.34615976,0,0.35576037,0.37972349,0.38110599,0.52949309,0.43087557
se.ter.enrr.ma,"School enrollment, tertiary, male (% gross)",Education: Participation,Disaggregation,816,1810,0,0,1,0,,SE.TER.ENRR.MA,4507,20.76958525,47,2018,1970,2013.7394,1979.1595,1996.9244,0.34615976,0,0.35576037,0.37972349,0.38110599,0.52949309,0.43087557
se.ter.tchr.fe.zs,"Tertiary education, academic staff (% female)",Education: Inputs,Disaggregation,876,1719,0,0,1,0,,SE.TER.TCHR.FE.ZS,2841,13.0921659,46,2018,1970,2011.2146,1984.4241,1998.6115,0.21820277,0,0.18940093,0.20092165,0.20921659,0.38433179,0.32534564
se.xpd.cprm.zs,"Current education expenditure, primary (% of total expenditure in primary public institutions)",Education: Inputs,Disaggregation,2282,3632,0,0,1,0,,SE.XPD.CPRM.ZS,1318,6.073732719,20,2018,1995,2014.0249,2004.0559,2009.1486,0.10122888,0,0,0,0.03640553,0.27695853,0.29400921
se.xpd.csec.zs,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",Education: Inputs,Disaggregation,1156,1850,0,0,1,0,,SE.XPD.CSEC.ZS,1337,6.161290323,20,2018,1995,2014.2363,2004.1212,2009.2833,0.10268817,0,0,0,0.037788019,0.28064516,0.29769585
se.xpd.cter.zs,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",Education: Inputs,Disaggregation,1291,2198,0,0,1,0,,SE.XPD.CTER.ZS,1242,5.723502304,19,2018,1995,2013.7032,2003.9032,2008.9637,0.095391706,0,0,0,0.034101382,0.26221198,0.27603686
se.xpd.ctot.zs,"Current education expenditure, total (% of total expenditure in public institutions)",Education: Inputs,Primary,1367,2494,0,0,0,1,,SE.XPD.CTOT.ZS,1337,6.161290323,20,2018,1995,2013.4642,2003.375,2008.5844,0.10268817,0,0,0,0.040092167,0.29216591,0.28387097
se.xpd.prim.pc.zs,"Government expenditure per student, primary (% of GDP per capita)",Education: Inputs,Disaggregation,3780,8176,0,0,1,0,,SE.XPD.PRIM.PC.ZS,1539,7.092165899,20,2018,1995,2013.6492,2002.2749,2008.1703,0.11820277,0,0,0,0.058064517,0.35023043,0.30092168
se.xpd.prim.zs,Expenditure on primary education (% of government expenditure on education),Education: Inputs,Disaggregation,1224,2582,0,0,1,0,,SE.XPD.PRIM.ZS,2878,13.26267281,44,2018,1970,2011.1838,1983.4757,1997.7939,0.22104456,0,0.21705069,0.2281106,0.23087558,0.34193549,0.30829492
se.xpd.seco.pc.zs,"Government expenditure per student, secondary (% of GDP per capita)",Education: Inputs,Disaggregation,2453,4791,0,0,1,0,,SE.XPD.SECO.PC.ZS,1388,6.396313364,20,2018,1995,2013.6061,2002.6666,2008.3159,0.10660522,0,0,0,0.051612902,0.31290323,0.27511522
se.xpd.seco.zs,Expenditure on secondary education (% of government expenditure on education),Education: Inputs,Disaggregation,580,1175,0,0,1,0,,SE.XPD.SECO.ZS,2874,13.24423963,44,2018,1970,2011.9674,1983.8533,1998.3206,0.22073732,0,0.2156682,0.22949308,0.23225807,0.33087558,0.31612903
se.xpd.tert.pc.zs,"Government expenditure per student, tertiary (% of GDP per capita)",Education: Inputs,Disaggregation,2700,5667,0,0,1,0,,SE.XPD.TERT.PC.ZS,1374,6.331797235,19,2017,1995,2013.2944,2002.6626,2008.1788,0.10552996,0,0,0,0.050230417,0.31105992,0.27188942
se.xpd.tert.zs,Expenditure on tertiary education (% of government expenditure on education),Education: Inputs,Disaggregation,2353,5191,0,0,1,0,,SE.XPD.TERT.ZS,3264,15.04147465,45,2018,1970,2011.4249,1982.3575,1996.9192,0.25069124,0,0.25714287,0.26635945,0.27465439,0.37880185,0.32718894
se.xpd.totl.gb.zs,"Government expenditure on education, total (% of government expenditure)",Education: Inputs,Primary,18627,41890,0,0,0,1,,SE.XPD.TOTL.GB.ZS,2510,11.56682028,35,2018,1980,2013.9081,1995.3563,2004.9489,0.19278035,0,0,0.088018432,0.21751152,0.49078342,0.36036867
se.xpd.totl.gd.zs,"Government expenditure on education, total (% of GDP)",Education: Inputs,Primary,42763,110573,0,0,0,1,,SE.XPD.TOTL.GD.ZS,3743,17.24884793,44,2018,1970,2013.2994,1984.2133,1999.5021,0.2874808,0,0.21797235,0.26129031,0.318894,0.53686637,0.38986176
sg.dmk.alld.fn.zs,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",Gender: Public life & decision making,Primary,922,1523,0,0,0,1,,SG.DMK.ALLD.FN.ZS,140,0.64516129,7,2016,1999,2011.4926,2006.1045,2008.8346,0.010752688,0,0,0,0.00046083,0.034562211,0.029493088
sg.dmk.srcr.fn.zs,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",Gender: Public life & decision making,Primary,1439,2619,0,0,0,1,,SG.DMK.SRCR.FN.ZS,67,0.30875576,3,2016,2006,2012.4894,2010.234,2011.3759,0.00514593,0,0,0,0,0.007834101,0.023041476
sg.gen.parl.zs,Proportion of seats held by women in national parliaments (%),Gender: Public life & decision making,Primary,25065,49847,0,0,0,1,,SG.GEN.PARL.ZS,4110,18.94009217,23,2018,1990,2017.9639,1992.634,2007.4553,0.3156682,0,0,0,0.2843318,0.82258064,0.78709674
sg.job.nopn.eq,Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no),Gender: Participation & access,Primary,283,358,0,0,0,1,,SG.JOB.NOPN.EQ,799,3.68202765,5,2017,2009,2017,2010.5,2013.75,0.061367128,0,0,0,0,0.064516127,0.30368665
sg.law.chmr,Law prohibits or invalidates child or early marriage (1=yes; 0=no),Gender: Public life & decision making,Primary,351,517,0,0,0,1,,SG.LAW.CHMR,374,1.723502304,2,2017,2015,2017,2015,2016,0.028725039,0,0,0,0,0,0.17235023
sg.law.eqrm.wk,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),Gender: Public life & decision making,Primary,144,245,0,0,0,1,,SG.LAW.EQRM.WK,1860,8.571428571,10,2018,2009,2018,2009,2013.5,0.14285715,0,0,0,0,0.085714288,0.77142853
sg.law.leve.pu,Law mandates paid or unpaid maternity leave (1=yes; 0=no),Gender: Public life & decision making,Primary,246,367,0,0,0,1,,SG.LAW.LEVE.PU,799,3.68202765,5,2017,2009,2017,2010.5,2013.75,0.061367128,0,0,0,0,0.064516127,0.30368665
